site,name,price,url,sizes,availability,description
princesspolly,Brodey Bracelet Gold / Pink,USD $20.00,https://us.princesspolly.com/products/brodey-bracelet-gold-pink,ONE SIZE,in_stock,"Diamante chain bracelet Gold-tone hardware, lobster clasp fastening, adjustable length Princess Polly Lower Impact 60% reclaimed zinc alloy 30% reclaimed steel 10% glass"
princesspolly,Billini Domineca Knee High Heeled Boots Black,USD $160.00 0 Reviews QUALIFIES FOR FREE SHIPPING,https://us.princesspolly.com/products/billini-domineca-knee-high-heeled-boots-black,"US5, US6, US7, US8, US9, US10",in_stock,"Knee-high heeled boots Faux leather, pointed toe, diamante strap detail, stiletto heel Upper: 100% PU, Outsole: 100% rubber Heel height US 8: 8.5cm / 3.3in"
princesspolly,Therapy Laine Square Toe Ballet Flats Black,USD $69.95 0 Reviews QUALIFIES FOR FREE SHIPPING,https://us.princesspolly.com/products/therapy-laine-square-toe-ballet-flats-black,"US5, US6, US7, US8, US9, US10",in_stock,"Square-toe ballet flats Faux leather, bow detail, closed toe & back, slip-on design Upper: 100% fabric, Lining: 100% PU, Outsole: 100% rubber"
princesspolly,Billini Dalella Thong Heels Gold Metallic,USD $100.00 0 Reviews QUALIFIES FOR FREE SHIPPING,https://us.princesspolly.com/products/billini-dalella-thong-heels-gold-metallic,"US5, US6, US7, US8, US9, US10",in_stock,"Gold metallic thong heels Almond toe, slip-on style, padded footbed, stiletto heels Synthetic upper, lining & outsole Heel height US 8: 6.5cm / 2.5in"
princesspolly,Paltrow Mid Rise Wide Leg Cargo Jeans Washed Brown,USD $85.00 262 Reviews QUALIFIES FOR FREE SHIPPING,https://us.princesspolly.com/products/paltrow-cargo-pant-washed-brown,"US0, US2, US4, US6, US8, US10, US12",in_stock,"Belted cargo mid-rise denim pants Cream washed, hook & zip closure, side pocket detail, adjustable buckle waist, silver-toned hardware, wide-leg Non-stretch material, unlined 100% cotton Cold gentle machine wash"
princesspolly,Settle Down Long Sleeve Top Lemon / Burgundy Stripe,USD $50.00 13 Reviews 30% OFF WITH CODE: 30TOP,https://us.princesspolly.com/products/settle-down-long-sleeve-top-lemon-burgundy-stripe,"US0, US2, US4, US6, US8, US10, US12",in_stock,"Long sleeve stripe top Crew neckline, drop shoulders, relaxed fit Good stretch, unlined 50% cotton 50% polyester Cold gentle machine wash"
reformation,Lluvia Dress,£ 89.40,https://www.thereformation.com/products/lluvia-dress/1318556LYI.html?dwvar_1318556LYI_color=LYI,,in_stock,"Romance for once. Shop the Lluvia Dress from Reformation, a sleeveless maxi dress with a mermaid fit and cowl neckline."
reformation,Lluvia Dress,£ 348,https://www.thereformation.com/products/lluvia-dress/1318556LYI.html?dwvar_1318556LYI_color=FOE,,in_stock,"Romance for once. Shop the Lluvia Dress from Reformation, a sleeveless maxi dress with a mermaid fit and cowl neckline."
reformation,Lluvia Dress,£ 218,https://www.thereformation.com/products/lluvia-dress/1318556LYI.html?dwvar_1318556LYI_color=GIX,,in_stock,"Romance for once. Shop the Lluvia Dress from Reformation, a sleeveless maxi dress with a mermaid fit and cowl neckline."
reformation,Astrid Silk Dress,£ 298,https://www.thereformation.com/products/astrid-silk-dress/1318817FDL.html?dwvar_1318817FDL_color=FDL,,in_stock,"Reformation plus Camille is everything you loved about our last collaboration and then some. It also means more Camille in French, which is something we just learned. Made with high-quality… Read more Who, me. The Astrid Silk Dress is a dress with bell sleeves and an adjustable tie at the waist. Dress it up or dress it way up."
reformation,Astrid Silk Dress,£ 248,https://www.thereformation.com/products/astrid-silk-dress/1318817FDL.html?dwvar_1318817FDL_color=DUL,,in_stock,"Reformation plus Camille is everything you loved about our last collaboration and then some. It also means more Camille in French, which is something we just learned. Made with high-quality… Read more Who, me. The Astrid Silk Dress is a dress with bell sleeves and an adjustable tie at the waist. Dress it up or dress it way up."
reformation,Anaiis Silk Dress,£ 348,https://www.thereformation.com/products/anaiis-silk-dress/1314547TAV.html?dwvar_1314547TAV_color=TAV,,in_stock,You flirt. The Anaiis is a maxi dress with a high neck and cross straps along the center back.
